ID	example_id	stem_id	example_form	ex_DE	ex_EN	ex_form_IDN	ex_form_IDN_edited
1801	12_1685932585_2	12_1685932585	euba kidaiya	das Haus steht schräg	the house is at an angle	rumah berada pada suatu sudut	
1802	12_1685932585_3	12_1685932585	edohəao kidaiya	das Boot liegt schief	the boat is askew	perahunya miring	
1803	12_1685932585_4	12_1685932585	kidayáʔa edohəao	das Boot schräg legen	to tilt the boat	untuk memiringkan perahu	
1804	12_1685932655_0	12_1685932655	kaʔadayáda	segeln	to sail	untuk berlayar	
1805	12_1685932935_0	12_1685932935	kaʔadea	hüsteln	to cough	untuk batuk	
1806	12_1685933085_0	12_1685933085	kipadéaʔa	(schwere Früchte) krumm biegen (einen Ast)	(heavy fruit) to bend (a branch) crookedly	(buah yang berat) untuk membengkokkan (cabang) dengan bengkok	
1807	12_1685933261_0	12_1685933261	idebe	oben , auf	up , on	naik, pada	
1808	12_1685933382_0	12_1685933382	kidebə?a	naß	wet	basah	
1809	12_1686119776_0	12_1686119776	kipahəaʔa	jmd umsiedeln	to relocate sb.	untuk merelokasi sb.	
1810	12_1686120077_0	12_1686120077	kixəadi	fegen	to sweep	untuk menyapu	
1811	12_1686120077_1	12_1686120077	hoo buhəadi	bereits gefegt	already swept	sudah menyapu	
1812	12_1686120077_2	12_1686120077	kidixəadi	wurde gefegt	has been swept	telah disapu	
1813	12_1686120077_3	12_1686120077	kixəadiáʔa	mit etwas fegen	sweep with something	menyapu dengan sesuatu	
1814	12_1686120077_4	12_1686120077	eəhəadi	Besen	broom	sapu	
1815	12_1686120077_5	12_1686120077	edixəadi	(noun) Gefegte	(object) swept (noun)	(objek) menyapu (kata benda)	
1816	12_1686120077_6	12_1686120077	edixəadíaʔa	das , womit gefegt wurde	that with which was swept	yang dengan yang disapu	
1817	12_1686120221_0	12_1686120221	kahəadia	planen (?)	plan (?) verb	rencana (?) kata kerja	
1818	12_1686120738_0	12_1686120738	kahanəãnĩ	fegen	to sweep	untuk menyapu	
1819	12_1686120738_1	12_1686120738	eahanə̃ãnĩ	das Fegen	the sweeping	penyapuan	
1820	12_1686121042_0	12_1686121042	dabuhəapi epũhãnĩã iʔioo upũnũ uʔito	sie befächeln seinen Kopf mit Bananenstauden-Blättern	they fan his head with banana plant leaves	mereka mengipasi kepalanya dengan daun tanaman pisang	
1821	12_1686121208_0	12_1686121208	eahəhəa	das (Be)Fürchten	the (anticipatory) fearing	ketakutan (antisipatif)	
1822	12_1686122019_0	12_1686122019	kixəka	ab- , zerschneiden , zerreißen , trennen , beenden	to cut off , cut up , tear apart , separate , end	untuk memotong, memotong, merobek, memisahkan, mengakhiri	
1823	12_1686122019_1	12_1686122019	kabaha:əka	es riß	it tore	itu merobek	
1824	12_1686122019_10	12_1686122019	edixəkahaʔa	das zum Zerschneiden Benutzte	that which is used to cut	yang digunakan untuk memotong	
1825	12_1686122019_11	12_1686122019	edixəka	(noun) Zerschnittene	cut up (things) (noun)	memotong (benda) (kata benda) (kata benda)	
1826	12_1686122019_2	12_1686122019	dabuhəka	sie zerschneiden , brechen ab	they cut , they break off	mereka memotong, mereka putus	
1827	12_1686122019_3	12_1686122019	dahəka	sie halbieren	they cut in half	mereka memotong setengahnya	
1828	12_1686122019_4	12_1686122019	kaha:əka ekitai	es verletzt die Gefühle	it hurts the feelings	itu menyakiti perasaan	
1829	12_1686122019_5	12_1686122019	eəhəka	Schneideinstrument ; das Ende (n) , Abbrechen , Zerschneiden usw ;	Cutting instrument ; the end (n) , breaking off , cutting up , etc ;	Alat pemotong; ujung (n), putus, potong, dll;	
1830	12_1686122019_6	12_1686122019	epaəka	Messer	knife	pisau	
1831	12_1686122019_7	12_1686122019	eahanə̃kã	das Abschneiden	the cutting off	pemotongan	
1832	12_1686122019_8	12_1686122019	eahanəkáha	Zerschneidensort	place of cutting up	tempat pemotongan	
1833	12_1686122019_9	12_1686122019	kixəkaháʔa	zum Zerschneiden benutzen	to use for cutting	digunakan untuk memotong	
1834	12_1686122457_0	12_1686122457	kixəkadi	(Äste usw) beschneiden , lichten , (einen Weg) bahnen	to prune (branches , etc) , to thin , to clear (a path)	memangkas (cabang, dll) , menipiskan , membersihkan (jalan)	
1835	12_1686122457_1	12_1686122457	hoo buhəkadi	bereits gelichtet , beschnitten	already thinned , pruned	sudah menipis , dipangkas	
1836	12_1686122457_2	12_1686122457	kidixəkadi	gelichtet werden	become thinned	menjadi menipis	
1837	12_1686122457_3	12_1686122457	edixəkadi	(noun) Gelichtete	(thing) cleared (noun)	(benda) dibersihkan (kata benda)	
1838	12_1686122457_4	12_1686122457	eəhəkadi	Schneideinstrument	cutting instrument	alat pemotong	
1839	12_1686122457_5	12_1686122457	ehəkadio	"Liane (""das zu Beschneidende""?)"	Liana (“that which needs to be pruned”?)	"Liana (""yang perlu dipangkas""?)"	
1840	12_1686122657_0	12_1686122657	kixĩ buhəkali	wieder lichten	to prune again	untuk memangkas lagi	
1841	12_1686122941_0	12_1686122941	kanə̃kãnĩ	beschneiden , Äste vor dem Verpflanzen beschneiden	pruning , trimming branches before transplanting	pemangkasan, pemangkasan cabang sebelum tanam	
1842	12_1686122941_1	12_1686122941	ʔua kanə̃kãnĩ ukuo	ich beschneide den Baum	I trim the tree	Saya memangkas pohon	
1843	12_1686122941_2	12_1686122941	eanə̃kãnĩ	das Beschneiden usw	pruning etc	pemangkasan dll	
1844	12_1686123190_0	12_1686123190	kahəpaʔa	nachdenken über etwas	think about something	berpikir tentang sesuatu	
1845	12_1686123190_1	12_1686123190	ʔubahəpaʔa	ich denke über etwas nach	I think about something	Aku memikirkan sesuatu	
1846	12_1686123899_0	12_1686123899	kixii	wiederholen , etwas wieder tun	to repeat , do something again	untuk mengulang, melakukan sesuatu lagi	
1847	12_1686123899_1	12_1686123899	kabahiita	laßt uns wiederholen	let's repeat	ayo kita ulangi	
1848	12_1686123899_2	12_1686123899	dahii pakuʔaʔa	sie beauftragten sie wieder	they commissioned her/them again	mereka menugaskan dia / mereka lagi	
1849	12_1686123899_3	12_1686123899	kixii bupəa	wieder sehen	to see again	untuk melihat lagi	
1850	12_1686123899_4	12_1686123899	kidixii bupəa	wird wieder gesehen	is/will be seen again	sedang/akan terlihat lagi	
1851	12_1686123899_5	12_1686123899	hii bai	kehre zurückǃ	returnǃ (sg)	kembaliǃ (sg)	
1852	12_1686123899_6	12_1686123899	ʔua kixibai	ich kehre zurück	I return	Aku kembali	
1853	12_1686123899_7	12_1686123899	ehiita bai	ihr Wiederholen zu kommen	their repeatedly (noun) coming	kedatangan mereka berulang kali (kata benda)	
1854	12_1686124295_0	12_1686124295	hiiʔoo	bisweilen , ab und zu	sometimes , now and then	kadang-kadang, sekarang dan kemudian	
1855	12_1686124295_1	12_1686124295	hii ʔo abia	bisweilen gibt es	sometimes there is	terkadang ada	
1856	12_1686124295_2	12_1686124295	hii ʔoo akeo	manchmal gibt es nicht	sometimes there is not	terkadang tidak ada	
1857	12_1686124647_0	12_1686124647	kahiabi	weiß	white	putih	
1858	12_1686125061_0	12_1686125061	hixíai	spalteǃ	split! (sg)	berpisah! (sg)	
1859	12_1686125061_1	12_1686125061	kahanĩ́ãĩ	etwas spalten	to split something	untuk membagi sesuatu	
1860	12_1686125061_2	12_1686125061	eahanĩãĩyã	Spaltensort	place of splitting	tempat pemisahan	
1861	12_1686125061_3	12_1686125061	eixíai	Spaltinstrument	splitting instrument	instrumen pemisah	
1862	12_1686191073_0	12_1686191073	kixĩãmã	jucken	itch	gatal	
1863	12_1686191073_1	12_1686191073	eupuʔo kixĩãmã	der Hautausschlag juckt	the rash itches	ruamnya terasa gatal	
1864	12_1686191073_2	12_1686191073	hoo mũxĩãmã	juckte bereits	was already itching	sudah gatal	
1865	12_1686191073_3	12_1686191073	e[ʔ]ãĩxĩãmã	das Jucken	the itching	rasa gatal	
1866	12_1686191666_0	12_1686191666	kahibi	anzünden , in Brand stecken , verbrennen	to set alight , to set on fire , to burn	membakar, membakar, membakar	
1867	12_1686191666_1	12_1686191666	ahibio	"(""das zu Verbrennende"" = ) das Neugeborene , Säugling , Kind bis zu 1 Monat"	"(""that which is to be burned"" = ) the newborn , infant , child up to 1 month"	"(""yang akan dibakar"" = ) bayi yang baru lahir, bayi, anak hingga 1 bulan"	
1868	12_1686191666_2	12_1686191666	hoo baha:ibi	steckte an	set on fire (past tense)	dibakar (bentuk lampau)	
1869	12_1686191666_3	12_1686191666	kaha:ixibi	dabei sein anzuzünden	to be about setting alight	menjadi tentang membakar	
1870	12_1686191666_4	12_1686191666	kidaha:ibi	angezündet werden	to be lit	untuk dinyalakan	
1871	12_1686191666_5	12_1686191666	edaha:ibi	(noun) Angezündete	lit (things) (noun)	menyala (benda) (kata benda) (kata benda)	
1872	12_1686191666_6	12_1686191666	euba eʔana edaha:ibi udaʔibiaka	das Haus wird von unserem Feind angezündet	the house is set on fire by our enemy	rumah dibakar oleh musuh kita	
1873	12_1686191666_7	12_1686191666	eahanĩmĩ	(noun) Anzünden	the setting alight (noun)	yang terbakar (kata benda)	
1874	12_1686191745_0	12_1686191745	eahixa	das Verteilen	the distributing (noun)	pendistribusian (kata benda)	
1875	12_1686192360_0	12_1686192360	kixixíai	etwas spalten	split something	membagi sesuatu	
1876	12_1686192360_1	12_1686192360	hoo buhixíai	spaltete bereits	already divided	sudah dibagi	
1877	12_1686192360_2	12_1686192360	kidixixíai	wurde gespalten	was split	dibagi	
1878	12_1686192360_3	12_1686192360	kixixiaiYÍaʔa	zum Spalten gebrauchen	to use for splitting	untuk digunakan untuk membelah	
1879	12_1686192360_4	12_1686192360	eixixíai	Spaltinstrument	splitting instrument	instrumen pemisah	
1880	12_1686192360_5	12_1686192360	edixixíai	(noun) Gespaltene	split (things) (noun)	membelah (benda) (kata benda) (kata benda)	
1881	12_1686192360_6	12_1686192360	edixixiaiyíaʔa	das zum Spalten Gebrauchte	that used for splitting	yang digunakan untuk membelah	
1882	12_1686192360_7	12_1686192360	eahanĩãĩyã	Spaltensort	Cleaving site	Situs pembelahan	
1883	12_1686192571_0	12_1686192571	kixixio	(Puls) schlagen , pochen	to beat , throb (pulse)	untuk mengalahkan, berdenyut (denyut nadi)	
1884	12_1686192888_0	12_1686192888	kixixipu	zerschneiden , zerstechen , schlachten , zer- , verteilen	to cut up , to stab , to slaughter , to divide , to distribute	memotong, menikam, menyembelih, membagi, mendistribusikan	
1885	12_1686192888_1	12_1686192888	kamãhĩxĩpũ	zerschneiden	to cut up	untuk memotong	
1886	12_1686192888_2	12_1686192888	kinixixipu	wird geschlachtet	is slaughtered	disembelih	
1887	12_1686192888_3	12_1686192888	uamãhĩxĩ́pũãʔã	verteiltǃ	distribute! (pl)	distribusikan! (pl)	
1888	12_1686193060_0	12_1686193060	kahikãnĩ	(Taue usw) dünn , fein sein	to be thin , fine (ropes etc.)	menjadi tipis, halus (tali, dll.)	
1889	12_1686193149_0	12_1686193149	kahikia	wieder wie früher sein	to be like before	menjadi seperti sebelumnya	
1890	12_1686193310_0	12_1686193310	kahĩkũ	etwas versehentlich tun	to do something accidentally	melakukan sesuatu secara tidak sengaja	
1891	12_1686193310_1	12_1686193310	ʔua kahĩkũnãʔã ʔumũnãʔa eʔana	ich nahm das versehentlich	I took that by mistake	Saya mengambilnya secara tidak sengaja	
1892	12_1686193614_0	12_1686193614	ahĩnĩpũ	teileǃ	divide! (sg)	bagi! (sg)	
1893	12_1686193614_1	12_1686193614	eahĩnĩpũ	das Zerlegen (von Fleisch)	the cutting up (of meat)	pemotongan (daging)	
1894	12_1686193614_2	12_1686193614	nãmãhĩnĩpũ u-	sie schlachten	they slaughter	mereka membantai	
1895	12_1686193614_3	12_1686193614	ʔua kaha:ea mãhĩnĩpũ	ich (werde =) soll gehen , um zu teilen	I (will =) shall go to share	Saya (akan =) pergi untuk berbagi	
1896	12_1686193960_0	12_1686193960	kahinũã	einstmals	once	sekali	
1897	12_1686193960_1	12_1686193960	kahinũãpẽ	noch einmal	once more	sekali lagi	
1898	12_1686193960_2	12_1686193960	eʔakahinũã·nĩã	das erste Mal	the first time	pertama kali	
1899	12_1686193960_3	12_1686193960	eʔanõhĩnũã·nĩã	das zweite Mal	the second time	kedua kalinya	
1900	12_1686193960_4	12_1686193960	eʔakoruhinũã·nĩã	das dritte Mal	the third time	ketiga kalinya	
1901	12_1686193960_5	12_1686193960	inũãnĩ	wiederhole , mach zum zweiten Mal!	repeat , do for a second time! (sg)	ulangi, lakukan untuk kedua kalinya! (sg)	
1902	12_1686193960_6	12_1686193960	ehii mãhĩnũãnĩ	das Wiederum- , Nochmalssein	to be again , to be again	menjadi lagi, menjadi lagi	
1903	12_1686194364_0	12_1686194364	kipahĩnũʔĩ́kĩʔĩ́	sämtlich klein sein	to be small altogether	menjadi kecil sama sekali	
1904	12_1686194829_0	12_1686194829	hĩnũʔĩkĩ	sehr klein	tiny	kecil	
1905	12_1686194829_1	12_1686194829	hĩnũkĩ-hĩnũkĩ	ein klein wenig	a little bit	sedikit	
1906	12_1686194829_2	12_1686194829	keo yahĩnũkĩ	er ist nicht klein	he is not small	dia tidak kecil	
1907	12_1686194829_3	12_1686194829	hĩnũkĩ eodi	billig sein	to be cheap	menjadi murah	
1908	12_1686194829_4	12_1686194829	ekanə̃ãĩ mũhĩnũkĩ	(der Mond ist klein =) es ist Halbmond	(the moon is small =) it is half moon	(bulan kecil =) itu adalah setengah bulan	
1909	12_1686194897_0	12_1686194897	kaʔahiodo	gerade sein	be straight	menjadi lurus	
1910	12_1686195190_0	12_1686195190	kixĩõnĩ	etwas kratzen	scratch something	menggaruk sesuatu	
1911	12_1686195190_1	12_1686195190	hoo mũhĩõnĩ	kratzte bereits	already scratched	sudah tergores	
1912	12_1686195190_2	12_1686195190	kipahĩõnĩ	einander kratzen	scratch each other	saling menggaruk satu sama lain	
1913	12_1686195190_3	12_1686195190	hĩõnĩ́ãʔã	kratze etwa mit etwasǃ	scratch something with something! (sg)	gores sesuatu dengan sesuatu! (sg)	
1914	12_1686195190_4	12_1686195190	kamĩxĩõnĩ́ãʔã	etwas mit etwas kratzen	to scratch something with something	untuk menggaruk sesuatu dengan sesuatu	
1915	12_1686195190_5	12_1686195190	enĩxĩõnĩ	(noun) Gekratzte	scratched (noun)	tergores (kata benda)	
1916	12_1686195190_6	12_1686195190	eĩxĩõnĩ	Kratzinstrument	Scratching instrument	Instrumen menggaruk	
1917	12_1686195810_0	12_1686195810	kahĩpã	giftig , vergiftet	poisonous , poisoned	beracun, diracuni	
1918	12_1686195810_1	12_1686195810	hoo mãhĩpã	bereits vergiftet	already poisoned	sudah diracuni	
1919	12_1686195810_2	12_1686195810	?-ua kahĩpã edixau uʔãnõãẽ	ich bin durch einen Schlangenbiß vergiftet	I am poisoned by a snake bite	Saya diracuni oleh gigitan ular	
1920	12_1686195810_3	12_1686195810	eahĩpã	das Giftigsein	the poisonousness	keracunan	
1921	12_1686196187_0	12_1686196187	dixipə́hə	es kracht	it cracks	itu retak	
1922	12_1686203630_0	12_1686203630	ahipu	fälle , kappe , zerlege	fell , cut , dismantle (sg)	jatuh, potong, bongkar (sg)	
1923	12_1686203630_1	12_1686203630	eahipu	das Kappen	the cutting	pemotongan	
1924	12_1686203630_2	12_1686203630	eahipua	Fällensort	place of felling	tempat penebangan	
1925	12_1686203630_3	12_1686203630	eahahãnĩpũã	das Zerlegen	cutting up (noun)	memotong (kata benda)	
1926	12_1686203630_4	12_1686203630	ʔua kixipui Eheda ukoyo	ich zerschneide Schweinefleisch	I cut up pork	Aku memotong daging babi	
1927	12_1686203630_5	12_1686203630	ʔua kanĩnĩpũĩ Uheda	ich zerschneide Fleisch	I cut up meat	Aku memotong daging	
1928	12_1686203630_6	12_1686203630	hoo mãnĩpũĩ	zerbröckelt haben	have crumbled	telah hancur	
1929	12_1686203793_0	12_1686203793	dabahipurikii	sie zerschmettern	smash/shatter her/them	hancurkan / hancurkan dia / mereka	
1930	12_1686204009_0	12_1686204009	epahitoho:i	das Schenken	the giving	pemberian	
1931	12_1686204666_0	12_1686204666	kahiu	flöten , pfeifen (mit dem Mund)	flute , whistle (with the mouth)	seruling, peluit (dengan mulut)	
1932	12_1686204666_1	12_1686204666	kahiu	nach jmd flöten	to whistle for sb.	untuk bersiul untuk sb.	
1933	12_1686204666_2	12_1686204666	?ubahiudi ebeo	ich flöte nach den Hunden	I flute for the dogs	Saya seruling untuk anjing-anjing	
1934	12_1686204666_3	12_1686204666	?ubahiudi	der , nach dem geflötet wird	the one who is fluted for	orang yang digulung untuk	
1935	12_1686204666_4	12_1686204666	eixiu	Flötensinstrument = Mund ; Flöte	flute instrument = mouth ; flute	alat musik seruling = mulut; seruling	
1936	12_1686204666_5	12_1686204666	kahix[i]úaʔa	mit etwas flöten	to flute with something	untuk menyuling dengan sesuatu	
1937	12_1686204760_0	12_1686204760	kixiuba	(Flammen , Feuer) plötzlich verlöschen	(flames , fire) suddenly go out	(nyala api, kebakaran) tiba-tiba padam	
1938	12_1686462710_0	12_1686462710	ahoo	nachdem	after	setelah	
1939	12_1686462710_1	12_1686462710	edixoo bupudu	wurde bereits getötet	was already killed	sudah terbunuh	
1940	12_1686463446_0	12_1686463446	ixoo	im Innern , innerhalb von	inside , within	di dalam, di dalam	
1941	12_1686463446_1	12_1686463446	ehoo uae	Fußsohle	sole of foot	telapak kaki	
1942	12_1686463446_2	12_1686463446	ehoo uʔapo	Handfläche	palm	telapak tangan	
1943	12_1686463446_3	12_1686463446	ehoo ukaʔa	Mundhöhle	oral cavity	rongga mulut	
1944	12_1686463446_4	12_1686463446	ixoo ʔakodu poo	innerhalb von drei (Nächten =) Tagen	within three (nights =) days	dalam waktu tiga (malam =) hari	
1945	12_1686463550_0	12_1686463550	kixoadi	fegen	to sweep	untuk menyapu	
1946	12_1686464243_0	12_1686464243	kamãʔ ĩxõãnĩ	auf fliegende Hunde ausgehen	go out for flying dogs	pergi keluar untuk anjing terbang	
1947	12_1686464243_1	12_1686464243	eũʔã uhõãnĩ	Baumart	Tree species	Spesies pohon	
1948	12_1686464691_0	12_1686464691	ixedia uhoao	am Strand der Waldgrenze (?)	on the beach of the forest border (?)	di pantai perbatasan hutan (?)	
1949	12_1686464904_0	12_1686464904	kixoau	Name einer Krankheit	name of a disease	nama penyakit	
1950	12_1686465069_0	12_1686465069	pahobeʔa hii	befreundet sein mit	to be friends with	untuk berteman dengan	
1951	12_1686465238_0	12_1686465238	eohobi	Stauden , Pflanzenarten	perennials , plant species	tanaman keras, spesies tanaman	
1952	12_1687753662_0	12_1687753662	kinĩnĩkãĩ	ritzen	to carve	untuk mengukir	
1953	12_1687753662_1	12_1687753662	eanĩnĩkãñõ uʔapo	die Linien in der Handfläche	the lines in the palm of the hand	garis-garis di telapak tangan	
1954	12_1687753747_0	12_1687753747	kanĩnĩpũã	(Früchte) im Wasser verfaulen	(fruits) to rot in water	(buah) membusuk di dalam air	
1955	12_1687753893_0	12_1687753893	kanĩnĩpũĩ	zerschneiden	to cut up	untuk memotong	
1956	12_1687753893_1	12_1687753893	ʔua kanĩnĩpũĩ uheda	ich zerschneide Fleisch	I cut meat	Aku memotong daging	
